reference_hotel_id,reference_room_id,reference_room_name,reference_processed_name,supplier_room_id,supplier_room_name,supplier_processed_name,text_similarity
13610231,1142866069,"Premium Studio, 1 Queen Bed with Sofa bed, Non Smoking",premium studio 1 queen bed sofa bed non smoking,316590865,"Studio, 1 King Bed with Sofa bed, Non Smoking",studio 1 king bed sofa bed non smoking,0.86
4567128,456712803,Duplex Deluxe,duplex deluxe,216347859,Deluxe Duplex,deluxe duplex,0.97
9975683,997568301,Double Room - Non-Smoking ,double room nonsmoking,200825355,Double Non-Smoking Room,double nonsmoking room,0.97
13717352,1142681025,"Double Room, 1 King Bed, Garden View",double room 1 king bed garden view,201839380,"Basic Double Room, 1 King Bed, Garden View",basic double room 1 king bed garden view,0.97
13615145,1142055347,Family Room (201),family room 201,219003386,Family Room 201F,family room 201f,0.97
13693528,1142661240,"Standard Double Room, Shared Bathroom (Room 2)",standard double room shared bathroom room 2,201009850,"Standard Double Room, Shared Bathroom",standard double room shared bathroom,0.97
1236046,123604603,Superior One-Bedroom Apartment,superior onebedroom apartment,200964338,Apartment (Superior One-Bedroom Apartment),apartment superior onebedroom apartment,0.97
13822493,1143393282,"Premium Room, 1 Double Bed, Balcony, Partial Ocean View",premium room 1 double bed balcony partial ocean view,201214638,"Standard Room, 1 Double Bed, Balcony, Partial Sea View",standard room 1 double bed balcony partial sea view,0.96
13668191,1142919910,Room (Standard Room),room standard room,201917987,Standard Room,standard room,0.96
13944748,1143624477,"Room, 2 Twin Beds, Non Smoking, Shared Bathroom",room 2 twin bed non smoking shared bathroom,217870398,"Basic Twin Room, 2 Twin Beds, Non Smoking, Shared Bathroom",basic twin room 2 twin bed non smoking shared bathroom,0.97
13452227,1142164522,Quadruple Room (1),quadruple room 1,201233287,Quadruple Room,quadruple room,0.96
13827169,1143398977,"Comfort Double Room, 1 Double Bed, Non Smoking",comfort double room 1 double bed non smoking,201450222,"Comfort Room, 1 Double Bed, Non Smoking",comfort room 1 double bed non smoking,0.98
13702775,1142126548,Standard Japanese Style Room,standard japanese style room,201138695,Japanese Style Room,japanese style room,0.97
13562581,1142025855,"Standard Japanese Style Room (Medium), Shared Bathroom",standard japanese style room medium shared bathroom,201114792,Standard Japanese Room with Shared Bathroom,standard japanese room shared bathroom,0.96
13638798,1142338905,"Economy Studio, 1 Bedroom",economy studio 1 bedroom,217626778,"Economy Studio Suite, 1 Bedroom",economy studio suite 1 bedroom,0.96
13944748,1143624426,"Standard Double Room, 1 Queen Bed, Private Bathroom",standard double room 1 queen bed private bathroom,201041227,"Standard Double Room, 1 Queen Bed (Private External Bathroom)",standard double room 1 queen bed private external bathroom,0.98
13450906,1142711744,"Deluxe Apartment, 1 Bedroom, Accessible, City View",deluxe apartment 1 bedroom accessible city view,201523016,"Deluxe Apartment, 1 Bedroom, City View",deluxe apartment 1 bedroom city view,0.98
13831129,1143426747,"Standard Room, 1 King Bed, Accessible (King)",standard room 1 king bed accessible king,444711,"Standard Room, 1 King Bed, Accessible (Super King)",standard room 1 king bed accessible super king,0.96
13656172,1142359305,"Room, Balcony",room balcony,321096028,"Room, Balcony (1+0)",room balcony 10,0.96
13453856,1142176262,Self-catering Unit 1,selfcatering unit 1,201019801,Self-catering unit,selfcatering unit,0.96
13945033,1143625596,Triple Ensuite Room,triple ensuite room,202189702,"Triple Room, Ensuite",triple room ensuite,0.98
13582992,1142006865,Signature Twin Room,signature twin room,315436337,Signature Double or Twin Room,signature double twin room,0.96
13878913,1143513364,"Comfort Apartment, 1 Bedroom, Mountain View",comfort apartment 1 bedroom mountain view,201491973,"Comfort Apartment, 2 Bedrooms, Mountain View",comfort apartment 2 bedroom mountain view,0.88
13945485,1143628277,Bed in 6-Bed Shared Dormitory Room,bed 6bed shared dormitory room,201619408,Shared Dormitory (Bed in 6-Bed Dormitory),shared dormitory bed 6bed dormitory,0.96
13632207,1142061701,"Standard Double or Twin Room, 1 Queen Bed, Smoking",standard double twin room 1 queen bed smoking,200991359,"Standard Double Room, 1 Queen Bed, Smoking",standard double room 1 queen bed smoking,0.97
13517574,1142493417,"Superior Double or Twin Room, Partial Sea View (3)",superior double twin room partial sea view 3,230130296,"Superior Double or Twin Room, Partial Sea View",superior double twin room partial sea view,0.97
13577593,1142839122,"Comfort Apartment, 2 Bedrooms, Mountain View (Top 4)",comfort apartment 2 bedroom mountain view top 4,201491973,"Comfort Apartment, 2 Bedrooms, Mountain View",comfort apartment 2 bedroom mountain view,0.97
13690817,1142387287,"Deluxe Double Room, Ensuite (Room 2)",deluxe double room ensuite room 2,201583123,Deluxe Double Room Ensuite,deluxe double room ensuite,0.98
13806172,1143360111,Deluxe Ocean View Double Room,deluxe ocean view double room,201375356,"Deluxe Double Room, Ocean View",deluxe double room ocean view,0.98
13683541,1142107018,"Room, 2 Double Beds, Non Smoking, Lake View",room 2 double bed non smoking lake view,221727514,"Room, 2 Double Beds, Smoking, Lake View",room 2 double bed smoking lake view,0.98
13822189,1143391604,"Double Room, Annex Building",double room annex building,200999808,"Standard Double Room, Annex Building",standard double room annex building,0.97
13579767,1141997877,Room (Twin Standard),room twin standard,200631036,Standard Room (Twin),standard room twin,0.97
13908022,1143562372,Standard Studio (Triple),standard studio triple,230707112,Standard Triple Studio,standard triple studio,0.97
13851382,1143477399,"Exclusive Villa, 3 Bedrooms, Private Pool, Beachfront",exclusive villa 3 bedroom private pool beachfront,213692534,"Exclusive Villa, 6 Bedrooms, Private Pool, Beachfront",exclusive villa 6 bedroom private pool beachfront,0.96
13549168,1142535099,"Comfort Twin Room, 2 Twin Beds, Non Smoking",comfort twin room 2 twin bed non smoking,201450221,"Comfort Room, 2 Twin Beds, Non Smoking",comfort room 2 twin bed non smoking,0.98
13912856,1143576065,"Basic Shared Dormitory, Mixed Dorm, Private Bathroom",basic shared dormitory mixed dormitory private bathroom,316376894,"Shared Dormitory, Mixed Dorm, Private Bathroom",shared dormitory mixed dormitory private bathroom,0.98
13497053,1142203349,"Superior Room, 1 King Bed, Sea View",superior room 1 king bed sea view,215706011,"Superior Room, 1 Queen Bed, Sea View",superior room 1 queen bed sea view,0.96
13891290,1143522444,"Studio, 1 Bedroom, Balcony, Sea View",studio 1 bedroom balcony sea view,201500659,"Classic Studio, 1 Bedroom, Balcony, Sea View",classic studio 1 bedroom balcony sea view,0.97
13603369,1142297880,"Standard Quadruple Room, 4 Bedrooms, Non Smoking (1)",standard quadruple room 4 bedroom non smoking 1,201001739,"Superior Quadruple Room, 1 Bedroom, Non Smoking",superior quadruple room 1 bedroom non smoking,0.96
13527731,1142238997,Comfort Double Room(1),comfort double room1,314056168,Comfort Double Room (3),comfort double room 3,0.96
13843652,1143465256,"Standard Villa, 3 Bedrooms (9)",standard villa 3 bedroom 9,201218070,"Standard Villa, 3 Bedrooms",standard villa 3 bedroom,0.96
13806172,1143362339,Deluxe Sea View Twin Room,deluxe sea view twin room,201357378,"Deluxe Twin Room, Sea View",deluxe twin room sea view,0.98
13914530,1143565752,"Double or Twin Room, Balcony, Ocean View",double twin room balcony ocean view,200894916,"Premium Double or Twin Room, Balcony, Ocean View",premium double twin room balcony ocean view,0.98
13433966,1142151420,4 Family Apartment,4 family apartment,201949790,Family of 4 Apartment,family 4 apartment,0.97
13942315,1143609958,Shared Dormitory (4 persons),shared dormitory 4 persons,201307785,Shared Dormitory (4 people),shared dormitory 4 person,0.96
13913379,1143552367,"Senior Double Room, 1 Double Bed, Non Smoking",senior double room 1 double bed non smoking,201272718,"Senior Room, 2 Double Beds, Non Smoking",senior room 2 double bed non smoking,0.87
13914695,1143566544,"Deluxe Studio Suite, City View",deluxe studio suite city view,201038101,"Deluxe Studio, City View",deluxe studio city view,0.96
13915195,1143568751,"Apartment, 1 Bedroom, Balcony, Garden View",apartment 1 bedroom balcony garden view,201291874,"Design Apartment, 1 Bedroom, Balcony, Garden View",design apartment 1 bedroom balcony garden view,0.97
13916250,1143583783,"Triple Room, Multiple Beds (7)",triple room multiple bed 7,201389410,"Triple Room, Multiple Beds",triple room multiple bed,0.97
13490942,1141930957,Panoramic Double or Twin Room,panoramic double twin room,321272455,Panoramic Twin Room,panoramic twin room,0.96
13941651,1143597460,Family Room (5 Adults),family room 5 adult,201467163,Family Room (6 Adults),family room 6 adult,0.86
13666078,1142371085,"Double or Twin Room, Multiple Beds, Ensuite",double twin room multiple bed ensuite,201304678,"Twin Room, Multiple Beds, Ensuite",twin room multiple bed ensuite,0.97
13843652,1143465320,"Standard Villa, 3 Bedrooms (7)",standard villa 3 bedroom 7,201218070,"Standard Villa, 3 Bedrooms",standard villa 3 bedroom,0.98
13662723,1142096889,"Basic Room, 1 Double Bed, Non Smoking",basic room 1 double bed non smoking,201021936,"Room, 1 Double Bed, Non Smoking",room 1 double bed non smoking,0.97
13898232,1143648889,"Room, 2 Twin Beds, City View",room 2 twin bed city view,211804361,"Twin Room, 2 Twin Beds, City View",twin room 2 twin bed city view,0.97
13876109,1143508725,"Superior Twin Room, Ensuite",superior twin room ensuite,202303530,"Superior Double or Twin Room, Ensuite",superior double twin room ensuite,0.97
13715486,1142136275,"Basic Double Room, 2 Double Beds, Garden View",basic double room 2 double bed garden view,316495570,"Standard Double Room, 1 Double Bed, Garden View",standard double room 1 double bed garden view,0.97
7843650,784365010,Bed in 4-Bed Male Dormitory Room,bed 4bed male dormitory room,201308206,1 bed in 4-bed male dormitory room,1 bed 4bed male dormitory room,0.98
13649992,1142897958,"Superior Double Room, 1 Double Bed, Mountain View",superior double room 1 double bed mountain view,201154154,"Superior Room, 1 Double Bed, Mountain View",superior room 1 double bed mountain view,0.98
13690817,1142387272,"Deluxe Double or Twin Room, Ensuite (Room 1 )",deluxe double twin room ensuite room 1,202303525,"Deluxe Double or Twin Room, Ensuite",deluxe double twin room ensuite,0.98
13529923,1142241241,"Panoramic Apartment, Balcony, Sea View (2 Bedrooms)",panoramic apartment balcony sea view 2 bedroom,201859852,"Standard Apartment, 2 Bedrooms, Balcony, Sea View",standard apartment 2 bedroom balcony sea view,0.96
13591372,1142027947,"Japanese-Western Style Room, Non Smoking",japanesewestern style room non smoking,218767779,"Japanese Style Room, Non Smoking",japanese style room non smoking,0.97
13485888,1142741021,"Basic Suite, 2 Bedrooms",basic suite 2 bedroom,219016127,"Basic Suite, 1 Bedroom",basic suite 1 bedroom,0.86
13679779,1142913633,Comfort Triple Room (3),comfort triple room 3,202191516,Comfort Triple Room,comfort triple room,0.96
8224008,822400803,One Bedroom Apartment with Terrace and Sea View,one bedroom apartment terrace sea view,201351718,"Apartment, 1 Bedroom, Terrace, Sea View",apartment 1 bedroom terrace sea view,0.98
13628902,1142879418,"Deluxe Double Room, 1 Double Bed, Accessible",deluxe double room 1 double bed accessible,200912981,"Deluxe Double Room, 1 Double Bed",deluxe double room 1 double bed,0.97
13562595,1142800148,Double Room (Big),double room big,200517300,Double Room (Large),double room large,0.96
13512046,1142223724,"Twin Room, Ensuite (Room)",twin room ensuite room,201103515,Twin Room (En-Suite),twin room ensuite,0.97
13695473,1141860557,Family Club Room,family club room,200967772,Family Room (Club),family room club,0.98
13665804,1142926441,"Classic Single Room, 1 Double Bed, Non Smoking",classic single room 1 double bed non smoking,201915298,"Classic Room, 1 Double Bed, Non Smoking",classic room 1 double bed non smoking,0.98
13620107,1142332756,"Standard Japanese Style Room, 13 sqm",standard japanese style room 13 sqm,200910707,Japanese Style room (23 sqm),japanese style room 23 sqm,0.86
13941824,1143612145,Shared Mixed Dormitory,shared mixed dormitory,201250454,"Shared Dormitory, Mixed Dorm",shared dormitory mixed dormitory,0.97
365194,36519402,Double Room with Small Double Bed,double room small double bed,200910054,"Double Room, 2 Double Beds",double room 2 double bed,0.96
13716372,1141872695,Room (Junior Suite),room junior suite,318650652,Junior Room (Junior Suite),junior room junior suite,0.96
13723838,1142414115,Standard Room (Single),standard room single,213009100,Standard Single Room,standard single room,0.97
13914530,1143565841,"Deluxe Double Room, Balcony, Ocean View",deluxe double room balcony ocean view,201115159,"Deluxe Twin Room, Balcony, Ocean View",deluxe twin room balcony ocean view,0.97
13424866,1142144680,"House, 3 Bedrooms, Terrace, Sea View",house 3 bedroom terrace sea view,217509572,"Apartment, 3 Bedrooms, Terrace, Sea View",apartment 3 bedroom terrace sea view,0.96
1683955,168395501, Three-Bedroom Apartment with Sea View,threebedroom apartment sea view,201391775,"Apartment, 3 Bedrooms, Sea View",apartment 3 bedroom sea view,0.85
13876109,1143508900,"Deluxe Studio, Ensuite (Ground Floor)",deluxe studio ensuite ground floor,201493329,"Superior Studio, Ensuite, Ground Floor",superior studio ensuite ground floor,0.87
5556782,555678202,Apartment (6 Adults),apartment 6 adult,201357904,Apartment (for 6 persons),apartment 6 persons,0.87
13443972,1141890220,1 King Bed Suite with Lake View And Garden View,1 king bed suite lake view garden view,219004268,"Larger Room with King Bed, Lake View",larger room king bed lake view,0.85
13655782,1142358856,"Family Room, Non Smoking, River View",family room non smoking river view,201208084,"Family Room, Non Smoking, City View",family room non smoking city view,0.85
13623064,1142576626,"Standard Shared Dormitory, Mixed Dorm (4-bed - Ages 18-40 accepted)",standard shared dormitory mixed dormitory 4bed ages 1840 accepted,201020936,"Standard Shared Dormitory, Mixed Dorm (4)",standard shared dormitory mixed dormitory 4,0.87
13714601,1142407117,Economy Double Room (Ondol),economy double room ondol,200945400,Economy Double Room,economy double room,0.96
13941938,1143595109,"Basic Shared Dormitory, 3 Twin Beds, Non Smoking",basic shared dormitory 3 twin bed non smoking,200979053,"Shared Dormitory, Mixed Dorm, Non Smoking (4 beds dormitory)",shared dormitory mixed dormitory non smoking 4 bed dormitory,0.87
8223923,822392303,Bed in 4 Bed Mixed  Only Dormitory Room with Ensuite Bathroom,bed 4 bed mixed only dormitory room ensuite bathroom,201163891,4 Bed Mixed Dorm (En-Suite),4 bed mixed dormitory ensuite,0.86
13518483,1142492445,"Cottage, 3 Bedrooms, Mountain View (The Traveller's Cottage)",cottage 3 bedroom mountain view travellers cottage,201035798,"Classic Cottage, 3 Bedrooms, Valley View, Mountainside (Pali Cottage)",classic cottage 3 bedroom valley view mountainside pali cottage,0.86
13690100,1142933266,Garden View Single Queen - 2 Twin Bed,garden view single queen 2 twin bed,214521114,Superior Twin Room with 2 Queen Beds and Garden View,superior twin room 2 queen bed garden view,0.86
13715503,1142407817,City Triple Room,city triple room,201113439,"Triple Room, City View",triple room city view,0.87
13907770,1143641013,Room (2 Twin Beds and 1 Sofabed),room 2 twin bed 1 sofabed,201211414,"Standard Apartment, 2 Bedrooms (2 doubles + sofa bed)",standard apartment 2 bedroom 2 doubles sofa bed,0.86
9218698,921869801,Four-Bedroom Apartment,fourbedroom apartment,201422137,Large Two-Bedroom Apartment,large twobedroom apartment,0.85
13897055,1143530494,"Junior Apartment, 1 Queen Bed, Non Smoking, Garden View",junior apartment 1 queen bed non smoking garden view,202292693,"Junior Suite, 1 King Bed, Non Smoking, City View",junior suite 1 king bed non smoking city view,0.87
13906499,1143554146,Elite Single Room,elite single room,229833318,Elite Room,elite room,0.86
13914291,1143564620,CENTRAL STUDIO WITH BALCONY & JACUZZI,central studio balcony jacuzzi,201050552,Panoramic Terrace Room with Jacuzzi,panoramic terrace room jacuzzi,0.86
13806358,1143361630,"Chalet, 2 Bedrooms, Kitchen",chalet 2 bedroom kitchen,217543843,"Cottage, 2 Bedrooms, Kitchen",cottage 2 bedroom kitchen,0.85
13810568,1143371070,Cabin #32 - 1 Bedroom with Loft,cabin 32 1 bedroom loft,233131340,"Loft, 1 Bedroom",loft 1 bedroom,0.85
13806358,1143362877,"Chalet, 1 Bedroom, Kitchen",chalet 1 bedroom kitchen,201249001,"Villa, 1 Bedroom, Kitchen",villa 1 bedroom kitchen,0.87
6501959,650195902,Three-Bedroom Apartment with Sea View,threebedroom apartment sea view,201391775,"Apartment, 3 Bedrooms, Sea View",apartment 3 bedroom sea view,0.95
13630292,1142360868,Double with single bed en-suite upstairs,double single bed ensuite upstairs,314449488,"Superior Double Room, 1 Double Bed, Ensuite",superior double room 1 double bed ensuite,0.95
13600551,1142580593,"Room, 1 King Bed, Lake View (Chambord Room)",room 1 king bed lake view chambord room,217529639,"Deluxe Room, 1 King Bed, Lake View",deluxe room 1 king bed lake view,0.97
13575932,1142291220,"Exclusive Duplex, Partial Sea View, Sea Facing",exclusive duplex partial sea view sea facing,201375714,"Family Duplex, Partial Ocean View",family duplex partial ocean view,0.86
13706882,1142129387,Deluxe Double NC,deluxe double nc,201248249,Deluxe Double,deluxe double,0.85
13442546,1141888514,Comfort Condo,comfort condo,201155481,Comfort Cottage,comfort cottage,0.85
13809836,1143370833,"Cabin, 1 King Bed with Sofa bed, Hot Tub",cabin 1 king bed sofa bed hot tub,200938176,"Standard Room, 1 Queen Bed with Sofa bed, Jetted Tub",standard room 1 queen bed sofa bed jetted tub,0.86
1491231,149123103,One-Bedroom Apartment - Currawong,onebedroom apartment currawong,200964338,Apartment (Superior One-Bedroom Apartment),apartment superior onebedroom apartment,0.87
2555035,255503512,Japanese Superior Twin Room,japanese superior twin room,202132527,Japanese-Style Twin Room,japanesestyle twin room,0.85
88801,8880102,Cottage Basic,cottage basic,314347938,Standard Cottage (Small Cottage),standard cottage small cottage,0.87
13945101,1143626322,"Comfort Shared Dormitory, Multiple Beds, Non Smoking",comfort shared dormitory multiple bed non smoking,200670683,"Family Suite, Multiple Beds, Non Smoking, Connecting Rooms",family suite multiple bed non smoking connecting room,0.86
13428531,1142419842,"Villa, 4 Bedrooms (Villa Dipendenza)",villa 4 bedroom villa dipendenza,201527920,"Villa, 4 Bedrooms",villa 4 bedroom,0.96
869415,86941504,Interconnecting Superior Double or Twin Room,interconnecting superior double twin room,201210760,Superior Double or Twin Room,superior double twin room,0.85
13809396,1143369272,"Cabin, Multiple Beds, Hot Tub",cabin multiple bed hot tub,201249354,"Classic Cabin, 2 Bedrooms, Hot Tub",classic cabin 2 bedroom hot tub,0.97
13724586,1142850564,Super Deluxe Sea View (Non-Smoking),super deluxe sea view nonsmoking,201405346,Grand Deluxe Sea View,grand deluxe sea view,0.85
13604471,1142860040,"Standard Cabin, 1 Queen Bed, Non Smoking (The Cozy Cabin)",standard cabin 1 queen bed non smoking cozy cabin,201171596,"Standard Cabin, 2 Bedrooms, Non Smoking, Ensuite",standard cabin 2 bedroom non smoking ensuite,0.85
13918556,1143585106,1 Bedroom 1 Bath,1 bedroom 1 bath,200663169,1 bedroom 1 bathroom condo,1 bedroom 1 bathroom condo,0.85
13467383,1142727099,Two-Bedroom House F,twobedroom house f,201422137,Large Two-Bedroom Apartment,large twobedroom apartment,0.85
13643255,1142073337,"Comfort Apartment, Terrace (Kitchenette)",comfort apartment terrace kitchenette,200910391,"Comfort Apartment, 1 Bedroom, Kitchenette, Garden View",comfort apartment 1 bedroom kitchenette garden view,0.87
13644400,1142074548,"Signature Cabin, 1 King Bed, Non Smoking, River View",signature cabin 1 king bed non smoking river view,219929881,"Room, 1 King Bed, Smoking, River View",room 1 king bed smoking river view,0.86
11572719,1143104505,Queen Room with Two Queen Beds - Mobility Access Tub/Non-Smoking,queen room two queen bed mobility access tubnonsmoking,314022265,"Room, 1 Queen Bed, Accessible (Mobility Tub)",room 1 queen bed accessible mobility tub,0.86
8349912,834991202,One-Bedroom Loft ,onebedroom loft,201220840,Loft Room,loft room,0.85
13894140,1143526373,Apartment (73),apartment 73,220204457,Apartment (6.2),apartment 62,0.87
13695460,1142939052,"Family Villa, Ocean View",family villa ocean view,200048057,"Villa, Sea View",villa sea view,0.87
13908620,1143641218,"Savvy Room, 1 King Bed, Creek View",savvy room 1 king bed creek view,201030386,"Room, 1 King Bed, River View",room 1 king bed river view,0.87
13425864,1142418978,"Gem Suite, outdoor hot tub",gem suite outdoor hot tub,316302390,Luxury Suite with Outdoor Hot Tub,luxury suite outdoor hot tub,0.86
270562,27056237,Regent Suite,regent suite,210904062,Regency Suite,regency suite,0.87
13894140,1143526226,Apartment (22),apartment 22,200952413,Apartment,apartment,0.86
13697428,1142940743,"Honeymoon Room, 1 King Bed, Jetted Tub, Garden View",honeymoon room 1 king bed jetted tub garden view,201116556,"Luxury Suite, 1 Queen Bed, Jetted Tub, Garden View",luxury suite 1 queen bed jetted tub garden view,0.87
13715052,1142679001,Room (VIP (Room assignment upon arrival in ),room vip room assignment upon arrival,201155404,VIP Room,vip room,0.85
13566817,1142549575,"Standard Double Room, Terrace, Pool View (2 Adults + 2 Children)",standard double room terrace pool view 2 adult 2 child,215127619,"Quadruple Room, Pool View (2 Adults + 2 Children)",quadruple room pool view 2 adult 2 child,0.86
13895876,1143528887,Two Bedroom Superior 1939,two bedroom superior 1939,201530212,2 Bedroom Superior,2 bedroom superior,0.86
270562,27056235,Cabana Executive Suite,cabana executive suite,201156518,Cabana Suite,cabana suite,0.86
13457742,1142718897,"Suite, Jetted Tub (Heidi)",suite jetted tub heidi,200907768,"Suite, Jetted Tub",suite jetted tub,0.87
13435938,1142699083,Room (Twin Room A (double & double Netflix ),room twin room double double netflix,201165715,Family Twin Room (Big Window / Netflix available),family twin room big window netflix available,0.85
13534290,1142257361,"Family Triple Room, 1 Bedroom, Refrigerator, City View",family triple room 1 bedroom refrigerator city view,201278972,"Panoramic Double or Twin Room, 1 Bedroom, Refrigerator, City View",panoramic double twin room 1 bedroom refrigerator city view,0.85
13426328,1142278996,"Suite, Balcony, Garden View (55m²)",suite balcony garden view 55m²,201019973,"Standard Double Room, Balcony, Garden View",standard double room balcony garden view,0.87
13847999,1143472141,Casa Preciosa: 3-Bedroom Villa with Pool,casa preciosa 3bedroom villa pool,200909148,3 Bedroom Pool Villa,3 bedroom pool villa,0.85
13805295,1143361462,Studio (4 people),studio 4 person,200917034,Studio (for 4),studio 4,0.87
13659351,1142092687,"Apartment, 2 Queen Beds (Cove View)",apartment 2 queen bed cove view,221406231,"Comfort Apartment, 2 Queen Beds, Terrace, Sea View",comfort apartment 2 queen bed terrace sea view,0.85
2524824,252482426,Junior Oceanfront Double Suite with Balcony,junior oceanfront double suite balcony,201244936,"Premium Suite, Balcony, Oceanfront",premium suite balcony oceanfront,0.86
13478357,1142735500,"Superior Triple Room, Private Bathroom, Garden View (SCARABEE)",superior triple room private bathroom garden view scarabee,201056554,"Classic Double Room, Private Bathroom, Garden View",classic double room private bathroom garden view,0.86
13916894,1143576616,"Family Room, Ensuite, Garden View (Room 24, 1st Floor)",family room ensuite garden view room 24 1st floor,230138628,"Family Room, 1 Bedroom, Garden View",family room 1 bedroom garden view,0.85
13820259,1143384687,"Comfort Villa, Garden View",comfort villa garden view,200430231,"Comfort Room, Garden View",comfort room garden view,0.87
5728915,572891502,"Western Style Room , Private Bathroom, 2F - No- smoking ",western style room private bathroom 2f no smoking,201105084,"Standard Single Room, Non Smoking, Private Bathroom",standard single room non smoking private bathroom,0.87
368045,36804503,Superior Spa Cottage,superior spa cottage,200986679,Superior Cottage,superior cottage,0.85
13695473,1142120576,Royal Club Suite,royal club suite,201028438,Royal Suite,royal suite,0.85
13805843,1143363493,One-Bedroom Suite with Private Terrace,onebedroom suite private terrace,201255549,"Exclusive Room, Terrace",exclusive room terrace,0.85
13473394,1142730245,"Deluxe Apartment, 3 Bedrooms (Casa Noa 4)",deluxe apartment 3 bedroom casa noa 4,201162133,"Deluxe Apartment, 3 Bedrooms",deluxe apartment 3 bedroom,0.87
13509918,1141948754,"Apartment Henriette, 1 Bedroom, Final Cleaning Fee 35€ (An der Untertrave 106)",apartment henriette 1 bedroom final cleaning fee 35€ der untertrave 106,202074504,"Apartment, 1 Bedroom (Excl. 113 EUR cleaning fee)",apartment 1 bedroom excl 113 eur cleaning fee,0.86
1858105,185810504,Tent With 1 Double Bed,tent 1 double bed,201149072,"Standard Tent, 1 Bedroom",standard tent 1 bedroom,0.86
13478394,1142191747,Basic Chalet,basic chalet,201402563,Standard Chalet,standard chalet,0.86
13897785,1143531511,Apartment (Sto - big terrace - A4 Delux(2+1)),apartment sto big terrace a4 delux21,202415356,"Apartment, Terrace (A3)",apartment terrace a3,0.86
13478861,1142192099,Room (Nuwas Suites),room nuwas suite,202422769,Room (Suite),room suite,0.86
13459738,1142716075,Mountain View Family Cottage,mountain view family cottage,201011814,"Family Apartment, Mountain View",family apartment mountain view,0.87
6655596,665559601,King Studio with Kitchenette - Non-Smoking,king studio kitchenette nonsmoking,201030608,"King, Studio, Non Smoking, Kitchenette",king studio non smoking kitchenette,0.86
13894063,1143526241,Apartment (UG 637),apartment ug 637,220204457,Apartment (6.2),apartment 62,0.85
13486100,1142486387,"Room, 1 King Bed, Non Smoking (Nijo Castle View)",room 1 king bed non smoking nijo castle view,200909283,"Standard Room, 1 King Bed, Non Smoking, Garden View",standard room 1 king bed non smoking garden view,0.87
6801574,680157401,Ocean Pool Villa,ocean pool villa,201621856,Ocean Villa,ocean villa,0.87
13557682,1142252978,"Family Room, Multiple Bedrooms, Refrigerator",family room multiple bedroom refrigerator,230113011,"Family Quadruple Room, Multiple Beds, Accessible, Refrigerator",family quadruple room multiple bed accessible refrigerator,0.85
551415,55141501,Two-Bedroom Holiday Villa,twobedroom holiday villa,201057608,Two-Bedroom Mountain Villa,twobedroom mountain villa,0.86
13459075,1142445004,Queen Private Room,queen private room,200395397,Queen Room,queen room,0.87
13561528,1142815707,"Suite, 2 Twin Beds (Palace)",suite 2 twin bed palace,200931895,Two Bedrooms Royal Suite,two bedroom royal suite,0.86
13685400,1141856201,Twin Room (Main Building),twin room main building,200511529,Double or Twin Room in Annexe Building,double twin room annexe building,0.87
13477287,1141918014,"Family Cabin, Multiple Beds (6 pax)",family cabin multiple bed 6 pax,215100328,"Cabin, Multiple Beds",cabin multiple bed,0.87
13939130,1143571811,"Deluxe Double Room, Multiple Beds, Kitchenette, Hill View",deluxe double room multiple bed kitchenette hill view,200939385,"Deluxe Room, Multiple Beds, Kitchenette",deluxe room multiple bed kitchenette,0.86
13900125,1143534966,Elegant Comfort Suite (Type C),elegant comfort suite type c,202333537,Comfort Suite,comfort suite,0.87
13711112,1141869349,"Standard Double Room, 1 Bedroom (No Cleaning Fee)",standard double room 1 bedroom no cleaning fee,201826928,"Apartment, 1 Bedroom (cleaning fee €45,00 not included)",apartment 1 bedroom cleaning fee €4500 not included,0.85
13805666,1143363439,"Deluxe Tent, 1 Double Bed",deluxe tent 1 double bed,218134418,"Deluxe Tent, Multiple Bedrooms",deluxe tent multiple bedroom,0.87
13867300,1143494517,"Cottage, Terrace, Beach View",cottage terrace beach view,201034878,"Bungalow, Beach View",bungalow beach view,0.85
13814463,1143376864,"Premium Condo, 1 Bedroom, Balcony, Resort View (Silver Mill 8241)",premium condo 1 bedroom balcony resort view silver mill 8241,201022553,"Condo, 1 Bedroom, Balcony",condo 1 bedroom balcony,0.86
13914291,1143564523,MODERN STUDIO WITH BALCONY & JACUZZI,modern studio balcony jacuzzi,201050552,Panoramic Terrace Room with Jacuzzi,panoramic terrace room jacuzzi,0.87
13931916,1143622090,"Basic Double Room, Japanese Futon, Non Smoking",basic double room japanese futon non smoking,201705536,"Superior Room, Japanese Futon, Non Smoking",superior room japanese futon non smoking,0.87
13627226,1142048940,"Room, 2 Queen Beds (Not Pet Friendly)",room 2 queen bed not pet friendly,201023297,"Room, 2 Queen Beds, Non Smoking - Not Pet Friendly",room 2 queen bed non smoking not pet friendly,0.86
13946275,1143633588,"Standard Room, 1 King Bed, Refrigerator, Mountain View",standard room 1 king bed refrigerator mountain view,201316378,"Comfort Studio Suite, 1 Queen Bed, Refrigerator, Mountain View",comfort studio suite 1 queen bed refrigerator mountain view,0.85
7249671,724967102,Three Bedroom holiday home ,three bedroom holiday home,202447029,"Vacation Home, 3 Bedrooms",vacation home 3 bedroom,0.86
